playerShort,player,club,leagueCountry,birthday,height,weight,position,skin_colour,games,victories,ties,defeats,goals,yellowCards,yellowReds,redCards,english,german,french,spanish,birthYear
henri-bedimo,Henri Bédimo,Montpellier HSC,France,04.06.1984,180.0,77.0,Left Fullback,0.75,248,91,65,92,5,41,1,0,0,0,1,0,1984
henri-saivet,Henri Saivet,Girondins Bordeaux,France,26.10.1990,174.0,73.0,Right Winger,1.0,146,59,51,36,20,1,0,0,0,0,1,0,1990
henrique, Henrique,Girondins Bordeaux,France,02.05.1983,188.0,87.0,Center Back,0.75,184,79,53,52,12,46,1,1,0,0,1,0,1983
heung-min-son,Heung-Min Son,Hamburger SV,Germany,08.07.1992,183.0,76.0,Right Winger,0.375,161,68,27,66,44,8,0,0,0,1,0,0,1992
hilario, Hilário,Chelsea FC,England,21.10.1975,189.0,85.0,Goalkeeper,0.125,53,31,9,13,0,2,0,0,1,0,0,0,1975
hilton, Hilton,Montpellier HSC,France,13.09.1977,182.0,73.0,Center Back,0.25,345,146,105,94,19,37,0,4,0,0,1,0,1977
hiroshi-kiyotake,Hiroshi Kiyotake,1. FC Nürnberg,Germany,12.11.1989,172.0,63.0,Attacking Midfielder,0.5,194,68,47,79,26,8,0,0,0,1,0,0,1989
holger-badstuber,Holger Badstuber,Bayern München,Germany,13.03.1989,190.0,83.0,Center Back,0.0,242,142,52,48,11,37,1,1,0,1,0,0,1989
hrvoje-cale,Hrvoje Čale,VfL Wolfsburg,Germany,04.03.1985,184.0,74.0,Left Fullback,0.125,129,61,38,30,1,36,0,1,0,1,0,0,1985
hugo-lloris,Hugo Lloris,Tottenham Hotspur,England,26.12.1986,186.0,73.0,Goalkeeper,0.125,395,182,116,97,0,6,0,2,1,0,0,0,1986
hugo-mallo, Hugo Mallo,Celta Vigo,Spain,22.06.1991,173.0,69.0,Right Fullback,0.375,158,68,38,52,1,43,2,2,0,0,0,1,1991
iago-falque, Iago Falqué,Tottenham Hotspur,England,04.01.1990,173.0,67.0,Left Midfielder,0.25,103,45,15,43,17,12,0,0,1,0,0,0,1990
ibai, Ibai,Athletic Bilbao,Spain,11.11.1989,177.0,72.0,Left Winger,0.0,102,34,25,43,15,5,0,0,0,0,0,1,1989
ibrahim-afellay,Ibrahim Afellay,FC Schalke 04,Germany,02.04.1986,180.0,76.0,Attacking Midfielder,0.5,296,196,61,39,49,32,0,0,0,1,0,0,1986
ibrahima-traore,Ibrahima Traoré,VfB Stuttgart,Germany,21.04.1988,172.0,62.0,Left Midfielder,1.0,223,94,50,79,32,27,1,2,0,1,0,0,1988
idrissa-gueye,Idrissa Gueye,Lille OSC,France,26.09.1989,174.0,64.0,Defensive Midfielder,1.0,128,62,40,26,2,19,0,1,0,0,1,0,1989
ignasi-miquel, Ignasi Miquel,Arsenal FC,England,28.09.1992,193.0,85.0,Center Back,0.0,31,19,1,11,2,2,0,0,1,0,0,0,1992
igor-de-camargo,Igor de Camargo,Bor. Mönchengladbach,Germany,12.05.1983,187.0,83.0,Center Forward,0.5,357,166,90,101,95,43,0,1,0,1,0,0,1983
igor-martinez, Igor Martínez,Athletic Bilbao,Spain,19.07.1989,170.0,65.0,Attacking Midfielder,0.125,77,23,20,34,6,5,0,0,0,0,0,1,1989
iker-casillas, Iker Casillas,Real Madrid,Spain,20.05.1981,185.0,84.0,Goalkeeper,0.0,800,525,136,139,0,23,1,1,0,0,0,1,1981
ilan, Ilan,SC Bastia,France,18.09.1980,180.0,69.0,Right Winger,0.25,274,94,71,109,75,21,1,3,0,0,1,0,1980
ilir-azemi,Ilir Azemi,SpVgg Greuther Fürth,Germany,21.02.1992,191.0,91.0,Center Forward,0.0,145,58,32,55,51,14,0,1,0,1,0,0,1992
immanuel-hoehn,Immanuel Höhn,SC Freiburg,Germany,23.12.1991,183.0,72.0,Center Back,0.0,119,52,26,41,6,14,2,0,0,1,0,0,1991
iniesta, Iniesta,FC Barcelona,Spain,11.05.1984,170.0,65.0,Left Midfielder,0.125,574,400,106,68,58,47,0,0,0,0,0,1,1984
inigo-martinez, Iñigo Martínez,Real Sociedad,Spain,17.05.1991,181.0,77.0,Center Back,0.25,125,60,28,37,9,33,1,4,0,0,0,1,1991
inigo-perez, Iñigo Pérez,Athletic Bilbao,Spain,18.01.1988,178.0,74.0,Center Midfielder,0.0,84,37,16,31,2,17,0,0,0,0,0,1,1988
ioannis-gelios,Ioannis Gelios,FC Augsburg,Germany,24.04.1992,190.0,76.0,Goalkeeper,0.0,76,27,22,27,0,1,0,1,0,1,0,0,1992
iraizoz, Iraizoz,Athletic Bilbao,Spain,06.03.1981,191.0,81.0,Goalkeeper,0.0,322,135,72,115,0,21,0,0,0,0,0,1,1981
iraola, Iraola,Athletic Bilbao,Spain,22.06.1982,182.0,75.0,Right Fullback,0.125,455,180,106,169,34,55,1,0,0,0,0,1,1982
iriney, Iriney,Granada CF,Spain,23.04.1981,179.0,70.0,Defensive Midfielder,0.375,260,105,62,93,5,76,1,5,0,0,0,1,1981
isaac-cuenca, Isaac Cuenca,FC Barcelona,Spain,27.04.1991,181.0,74.0,Right Winger,0.125,43,30,6,7,6,4,0,0,0,0,0,1,1991
isco, Isco,Málaga CF,Spain,21.04.1992,176.0,74.0,Attacking Midfielder,0.25,163,99,30,34,41,16,2,0,0,0,0,1,1992
issa-ndoye,Issa Ndoye,SpVgg Greuther Fürth,Germany,12.12.1985,202.0,94.0,Goalkeeper,1.0,25,4,10,11,0,2,0,0,0,1,0,0,1985
iturraspe_2, Iturraspe,Athletic Bilbao,Spain,08.03.1989,187.0,75.0,Defensive Midfielder,0.125,176,71,45,60,1,55,1,0,0,0,0,1,1989
ivan-klasnic,Ivan Klasnić,1. FSV Mainz 05,Germany,29.01.1980,186.0,82.0,Center Forward,0.0,475,225,102,148,152,38,2,1,0,1,0,0,1980
ivan-obradovic,Ivan Obradović,Real Zaragoza,Spain,25.07.1988,181.0,74.0,Left Fullback,0.125,89,38,17,34,2,17,0,0,0,0,0,1,1988
ivan-perisic,Ivan Perišić,Borussia Dortmund,Germany,02.02.1989,187.0,80.0,Attacking Midfielder,0.125,249,123,59,67,67,28,3,0,0,1,0,0,1989
ivan-rakitic,Ivan Rakitić,Sevilla FC,Spain,10.03.1988,184.0,75.0,Attacking Midfielder,0.125,390,202,84,104,70,41,2,0,0,0,0,1,1988
ivan-santini,Ivan Santini,SC Freiburg,Germany,21.05.1989,190.0,84.0,Center Forward,0.125,131,46,37,48,43,20,0,0,0,1,0,0,1989
ivica-olic,Ivica Olić,VfL Wolfsburg,Germany,14.09.1979,183.0,85.0,Left Winger,0.0,383,204,92,87,122,26,0,0,0,1,0,0,1979
ivo-ilicevic,Ivo Iličević,Hamburger SV,Germany,14.11.1986,174.0,63.0,Left Midfielder,0.125,246,99,55,92,43,25,1,2,0,1,0,0,1986
ja-cheol-koo,Ja-Cheol Koo,FC Augsburg,Germany,27.02.1989,183.0,75.0,Center Midfielder,0.375,155,69,36,50,26,19,0,0,0,1,0,0,1989
jack-robinson_2,Jack Robinson,Liverpool FC,England,01.09.1993,168.0,64.0,Left Fullback,0.25,69,24,16,29,0,10,1,2,1,0,0,0,1993
jack-rodwell,Jack Rodwell,Manchester City,England,11.03.1991,188.0,70.0,Defensive Midfielder,0.5,151,73,38,40,11,17,0,1,1,0,0,0,1991
jack-wilshere,Jack Wilshere,Arsenal FC,England,01.01.1992,170.0,65.0,Attacking Midfielder,0.0,165,93,28,44,11,25,1,1,1,0,0,0,1992
jacopo-sala,Jacopo Sala,Hamburger SV,Germany,05.12.1991,185.0,72.0,Right Midfielder,0.125,46,16,9,21,4,6,0,0,0,1,0,0,1991
jaime_11, Jaime,Real Valladolid,Spain,10.12.1980,188.0,80.0,Goalkeeper,0.0,99,44,28,27,0,7,0,1,0,0,0,1,1980
jaime_5, Jaime,Granada CF,Spain,31.07.1990,176.0,74.0,Left Midfielder,0.0,123,29,26,68,7,19,2,1,0,0,0,1,1990
jake-livermore,Jake Livermore,Tottenham Hotspur,England,14.11.1989,180.0,77.0,Center Midfielder,0.25,139,58,21,60,6,18,0,0,1,0,0,0,1989
jakub-blaszczykowski,Jakub Błaszczykowski,Borussia Dortmund,Germany,14.12.1985,175.0,71.0,Right Midfielder,0.0,311,159,73,79,46,22,1,0,0,1,0,0,1985
jamel-saihi,Jamel Saihi,Montpellier HSC,France,27.01.1987,181.0,69.0,Defensive Midfielder,0.0,120,59,29,32,2,26,0,2,0,0,1,0,1987
james-collins,James Collins,West Ham United,England,23.08.1983,188.0,83.0,Center Back,0.0,335,117,93,125,17,54,1,1,1,0,0,0,1983
james-mcclean,James McClean,Sunderland AFC,England,22.04.1989,180.0,70.0,Left Winger,0.125,141,48,42,51,15,16,1,0,1,0,0,0,1989
james-milner,James Milner,Manchester City,England,04.01.1986,170.0,67.0,Right Midfielder,0.25,537,265,121,151,55,60,0,1,1,0,0,0,1986
james-tomkins,James Tomkins,West Ham United,England,29.03.1989,191.0,74.0,Center Back,0.0,201,77,45,79,7,19,1,1,1,0,0,0,1989
jamie-carragher,Jamie Carragher,Liverpool FC,England,28.01.1978,185.0,83.0,Center Back,0.25,758,408,175,175,4,96,0,3,1,0,0,0,1978
jan-ingwer-callsen-bracker,Jan-Ingwer Callsen-Bracker,FC Augsburg,Germany,23.09.1984,189.0,81.0,Center Back,0.0,246,98,52,96,16,40,1,0,0,1,0,0,1984
jan-kirchhoff,Jan Kirchhoff,1. FSV Mainz 05,Germany,01.10.1990,195.0,82.0,Center Back,0.125,143,75,31,37,7,18,0,0,0,1,0,0,1990
jan-moravek,Jan Morávek,FC Augsburg,Germany,01.11.1989,180.0,75.0,Attacking Midfielder,0.125,113,52,19,42,10,22,0,0,0,1,0,0,1989
jan-mucha,Ján Mucha,Everton FC,England,05.12.1982,189.0,87.0,Goalkeeper,0.25,156,77,33,46,0,10,0,0,1,0,0,0,1982
jan-polak,Jan Polák,VfL Wolfsburg,Germany,14.03.1981,181.0,77.0,Defensive Midfielder,0.0,324,160,76,88,21,46,3,1,0,1,0,0,1981
jan-rosenthal,Jan Rosenthal,SC Freiburg,Germany,07.04.1986,186.0,76.0,Attacking Midfielder,0.0,205,82,47,76,29,18,1,0,0,1,0,0,1986
jan-schlaudraff,Jan Schlaudraff,Hannover 96,Germany,18.07.1983,180.0,72.0,Left Winger,0.125,282,125,55,102,50,31,0,1,0,1,0,0,1983
jan-vertonghen,Jan Vertonghen,Tottenham Hotspur,England,24.04.1987,189.0,79.0,Defensive Midfielder,0.0,361,200,73,88,40,66,1,1,1,0,0,0,1987
janek-sternberg,Janek Sternberg,Hamburger SV,Germany,19.10.1992,181.0,78.0,Center Back,0.0,125,57,20,48,5,26,1,0,0,1,0,0,1992
jannik-loehden,Jannik Löhden,Hannover 96,Germany,16.07.1989,201.0,97.0,Center Back,0.0,69,31,19,19,7,16,0,0,0,1,0,0,1989
jannik-vestergaard,Jannik Vestergaard,1899 Hoffenheim,Germany,03.08.1992,197.0,96.0,Center Back,0.0,116,46,34,36,10,20,0,0,0,1,0,0,1992
jaroslav-drobny,Jaroslav Drobný,Hamburger SV,Germany,18.10.1979,192.0,90.0,Goalkeeper,0.25,215,82,50,83,0,16,0,0,0,1,0,0,1979
jaroslav-plasil,Jaroslav Plašil,Girondins Bordeaux,France,05.01.1982,183.0,72.0,Right Midfielder,0.25,488,197,146,145,33,51,1,1,0,0,1,0,1982
jason-roberts,Jason Roberts,Reading FC,England,25.01.1978,186.0,89.0,Center Forward,0.75,347,138,82,127,93,39,2,5,1,0,0,0,1978
javi-fuego, Javi Fuego,Rayo Vallecano,Spain,04.01.1984,181.0,74.0,Defensive Midfielder,0.125,238,92,50,96,10,74,1,0,0,0,0,1,1984
javi-garcia, Javi García,Manchester City,England,08.02.1987,186.0,82.0,Defensive Midfielder,0.125,251,158,42,51,14,66,1,2,1,0,0,0,1987
javi-guerra, Javi Guerra,Real Valladolid,Spain,15.03.1983,179.0,77.0,Center Forward,0.125,231,87,66,78,92,39,1,1,0,0,0,1,1983
javi-hervas, Javi Hervás,Sevilla FC,Spain,09.06.1989,177.0,72.0,Center Midfielder,0.5,66,29,15,22,3,11,2,0,0,0,0,1,1989
javi-marquez, Javi Márquez,RCD Mallorca,Spain,11.05.1986,178.0,73.0,Center Midfielder,0.0,112,45,26,41,8,36,2,0,0,0,0,1,1986
javi-martinez, Javi Martínez,Bayern München,Germany,02.09.1988,190.0,81.0,Defensive Midfielder,0.0,357,184,71,102,30,92,2,3,0,1,0,0,1988
javi-ros, Javi Ros,Real Sociedad,Spain,16.02.1990,174.0,69.0,Center Midfielder,0.375,28,16,2,10,2,2,0,0,0,0,0,1,1990
javi-varas, Javi Varas,Celta Vigo,Spain,10.09.1982,182.0,73.0,Goalkeeper,0.25,120,47,30,43,0,9,0,0,0,0,0,1,1982
javier-mascherano,Javier Mascherano,FC Barcelona,Spain,08.06.1984,174.0,74.0,Defensive Midfielder,0.25,493,309,100,84,5,111,6,3,0,0,0,1,1984
javier-pastore,Javier Pastore,Paris Saint-Germain,France,20.06.1989,187.0,78.0,Attacking Midfielder,0.25,246,139,45,62,50,22,2,1,0,0,1,0,1989
javier-pinola,Javier Pinola,1. FC Nürnberg,Germany,24.02.1983,179.0,77.0,Left Fullback,0.25,333,125,91,117,10,95,1,3,0,1,0,0,1983
javier-saviola,Javier Saviola,Málaga CF,Spain,11.12.1981,168.0,60.0,Center Forward,0.25,490,286,106,98,165,36,1,2,0,0,0,1,1981
jean-armel-kana-biyik,Jean-Armel Kana-Biyik,Stade Rennes,France,03.07.1989,180.0,78.0,Right Fullback,0.75,162,59,45,58,3,19,3,2,0,0,1,0,1989
jean-beausejour,Jean Beausejour,Wigan Athletic,England,01.06.1984,178.0,81.0,Left Midfielder,0.5,307,130,74,103,31,45,1,3,1,0,0,0,1984
jean-christophe-bahebeck,Jean-Christophe Bahebeck,ESTAC Troyes,France,01.05.1993,182.0,76.0,Center Forward,0.875,91,33,23,35,14,7,0,1,0,0,1,0,1993
jean-makoun,Jean Makoun,Stade Rennes,France,29.05.1983,172.0,65.0,Defensive Midfielder,0.875,436,191,127,118,31,68,2,2,0,0,1,0,1983
jean-pascal-mignot,Jean-Pascal Mignot,AS Saint-Étienne,France,26.02.1981,183.0,75.0,Center Back,0.25,266,104,73,89,14,61,3,3,0,0,1,0,1981
jefferson-farfan,Jefferson Farfán,FC Schalke 04,Germany,26.10.1984,178.0,84.0,Left Winger,0.75,442,231,94,117,132,55,0,0,0,1,0,0,1984
jens-grahl,Jens Grahl,1899 Hoffenheim,Germany,22.09.1988,193.0,86.0,Goalkeeper,0.25,129,60,34,35,0,3,0,0,0,1,0,0,1988
jens-hegeler,Jens Hegeler,Bayer Leverkusen,Germany,22.01.1988,193.0,86.0,Defensive Midfielder,0.0,224,112,46,66,16,20,1,0,0,1,0,0,1988
jens-langeneke,Jens Langeneke,Fortuna Düsseldorf,Germany,29.03.1977,185.0,78.0,Center Back,0.25,401,162,93,146,36,69,2,2,0,1,0,0,1977
jeremie-brechet,Jérémie Bréchet,ESTAC Troyes,France,14.08.1979,186.0,76.0,Center Back,0.125,358,151,91,116,8,47,0,0,0,0,1,0,1979
jeremy-clement,Jèrèmy Clément,AS Saint-Étienne,France,26.08.1984,174.0,61.0,Defensive Midfielder,0.25,325,154,91,80,6,40,0,1,0,0,1,0,1984
jeremy-mathieu,Jérémy Mathieu,Valencia CF,Spain,29.10.1983,192.0,83.0,Left Fullback,0.0,392,160,116,116,23,64,1,0,0,0,0,1,1983
jeremy-menez,Jérémy Ménez,Paris Saint-Germain,France,07.05.1987,182.0,73.0,Left Winger,0.25,358,174,85,99,53,66,1,1,0,0,1,0,1987
jeremy-morel,Jérémy Morel,Olympique Marseille,France,02.04.1984,172.0,71.0,Left Fullback,0.25,252,89,87,76,9,30,1,1,0,0,1,0,1984
jeremy-toulalan,Jérémy Toulalan,Málaga CF,Spain,10.09.1983,183.0,77.0,Defensive Midfielder,0.25,418,203,110,105,6,97,2,0,0,0,0,1,1983
jermain-defoe,Jermain Defoe,Tottenham Hotspur,England,07.10.1982,170.0,65.0,Center Forward,0.75,563,256,133,174,225,52,2,3,1,0,0,0,1982
jermaine-jenas,Jermaine Jenas,Nottingham Forest,England,18.02.1983,179.0,76.0,Center Midfielder,0.25,422,189,108,125,44,49,0,1,1,0,0,0,1983
jermaine-jones,Jermaine Jones,FC Schalke 04,Germany,03.11.1981,184.0,81.0,Defensive Midfielder,0.25,359,166,82,111,27,122,9,1,0,1,0,0,1981
jermaine-pennant,Jermaine Pennant,Wolverhampton Wanderers,England,15.01.1983,173.0,64.0,Right Midfielder,0.5,363,140,81,142,16,34,1,0,1,0,0,0,1983
jerome-boateng,Jérôme Boateng,Bayern München,Germany,03.09.1988,192.0,90.0,Center Back,0.75,359,215,70,74,7,66,2,5,0,1,0,0,1988
jerry-vandam,Jerry Vandam,Lille OSC,France,08.12.1988,186.0,72.0,Right Fullback,1.0,94,36,18,40,1,12,1,0,0,0,1,0,1988
jesus-gamez, Jesús Gámez,Málaga CF,Spain,10.04.1985,182.0,70.0,Right Fullback,0.375,216,75,60,81,0,63,2,2,0,0,0,1,1985
jesus-navas, Jesús Navas,Sevilla FC,Spain,21.11.1985,172.0,64.0,Right Midfielder,0.0,457,252,74,131,41,50,0,1,0,0,0,1,1985
jesus-vazquez, Jesús Vázquez,Deportivo La Coruña,Spain,18.01.1980,182.0,78.0,Defensive Midfielder,0.375,235,80,69,86,17,63,1,0,0,0,0,1,1980
ji-sung-park,Ji-Sung Park,Queens Park Rangers,England,25.02.1981,175.0,70.0,Attacking Midfielder,0.25,411,243,81,87,55,12,1,0,1,0,0,0,1981
jimmy-briand,Jimmy Briand,Olympique Lyon,France,02.08.1985,180.0,74.0,Center Forward,0.625,333,142,95,96,65,42,0,0,0,0,1,0,1985
joan-tomas, Joan Tomás,Celta Vigo,Spain,17.05.1985,167.0,70.0,Left Winger,0.25,103,52,27,24,17,12,0,0,0,0,0,1,1985
joao-pereira, João Pereira,Valencia CF,Spain,25.02.1984,172.0,70.0,Right Fullback,0.25,299,154,72,73,6,75,2,1,0,0,0,1,1984
joaquin, Joaquín,Málaga CF,Spain,21.07.1981,180.0,76.0,Right Midfielder,0.5,552,245,149,158,74,41,2,3,0,0,0,1,1981
joe-allen,Joe Allen,Liverpool FC,England,14.03.1990,168.0,62.0,Attacking Midfielder,0.0,233,113,57,63,11,25,1,0,1,0,0,0,1990
joe-cole,Joe Cole,Liverpool FC,England,08.11.1981,173.0,64.0,Left Winger,0.0,588,298,144,146,76,74,0,1,1,0,0,0,1981
joe-hart,Joe Hart,Manchester City,England,19.04.1987,191.0,80.0,Goalkeeper,0.125,350,195,74,81,0,10,0,0,1,0,0,0,1987
joel, Joel,Atlético Madrid,Spain,17.06.1990,195.0,85.0,Goalkeeper,0.125,41,22,4,15,0,1,0,0,0,0,0,1,1990
joel-matip,Joel Matip,FC Schalke 04,Germany,08.08.1991,193.0,89.0,Defensive Midfielder,0.625,226,114,44,68,26,23,1,1,0,1,0,0,1991
joey-obrien,Joey O'Brien,West Ham United,England,17.02.1986,180.0,69.0,Defensive Midfielder,0.0,167,58,53,56,3,22,1,0,1,0,0,0,1986
johan-audel,Johan Audel,VfB Stuttgart,Germany,12.12.1983,180.0,75.0,Left Winger,0.75,130,42,35,53,28,18,0,0,0,1,0,0,1983
johan-djourou,Johan Djourou,Arsenal FC,England,18.01.1987,191.0,83.0,Center Back,0.75,240,127,50,63,2,26,1,0,1,0,0,0,1987
johannes-flum,Johannes Flum,SC Freiburg,Germany,14.12.1987,190.0,80.0,Defensive Midfielder,0.25,223,87,56,80,14,38,1,0,0,1,0,0,1987
johannes-van-den-bergh,Johannes van den Bergh,Fortuna Düsseldorf,Germany,21.11.1986,183.0,75.0,Left Fullback,0.0,226,89,53,84,6,23,1,1,0,1,0,0,1986
john-arne-riise,John Arne Riise,Fulham FC,England,24.09.1980,185.0,77.0,Left Fullback,0.0,722,365,152,205,62,36,0,1,1,0,0,0,1980
john-boye,John Boye,Stade Rennes,France,23.04.1987,184.0,69.0,Right Fullback,0.875,89,34,18,37,4,15,0,2,0,0,1,0,1987
john-guidetti,John Guidetti,Manchester City,England,15.04.1992,185.0,79.0,Center Forward,0.0,53,31,8,14,29,8,1,0,1,0,0,0,1992
john-mikel,John Mikel,Chelsea FC,England,22.04.1987,188.0,86.0,Center Midfielder,0.75,351,205,78,68,6,64,1,3,1,0,0,0,1987
john-oshea,John O'Shea,Sunderland AFC,England,30.04.1981,190.0,75.0,Center Back,0.125,593,337,127,129,20,37,0,1,1,0,0,0,1981
john-ruddy,John Ruddy,Norwich City,England,24.10.1986,193.0,97.0,Goalkeeper,0.0,175,62,55,58,0,5,0,1,1,0,0,0,1986
john-terry,John Terry,Chelsea FC,England,07.12.1980,184.0,75.0,Center Back,0.0,696,436,140,120,64,97,2,3,1,0,0,0,1980
john-utaka,John Utaka,Montpellier HSC,France,08.01.1982,179.0,82.0,Right Winger,0.75,427,183,101,143,88,33,0,2,0,0,1,0,1982
johnny-heitinga,Johnny Heitinga,Everton FC,England,15.11.1983,180.0,72.0,Center Back,0.25,472,269,99,104,37,87,4,1,1,0,0,0,1983
joleon-lescott,Joleon Lescott,Manchester City,England,16.08.1982,188.0,83.0,Center Back,0.5,472,242,121,109,33,30,0,0,1,0,0,0,1982
jonas, Jonas,Valencia CF,Spain,01.04.1984,181.0,73.0,Center Forward,0.25,289,128,66,95,104,36,2,5,0,0,0,1,1984
jonas-hofmann,Jonas Hofmann,Borussia Dortmund,Germany,14.07.1992,176.0,67.0,Right Midfielder,0.0,163,77,33,53,35,17,0,0,0,1,0,0,1992
jonathan-brison,Jonathan Brison,AS Saint-Étienne,France,07.02.1983,179.0,72.0,Left Fullback,0.25,235,85,65,85,10,40,2,1,0,0,1,0,1983
jonathan-dos-santos,Jonathan dos Santos,FC Barcelona,Spain,26.04.1990,172.0,74.0,Center Midfielder,0.5,92,52,19,21,5,13,1,1,0,0,0,1,1990
jonathan-ligali,Jonathan Ligali,Montpellier HSC,France,28.05.1991,183.0,82.0,Goalkeeper,0.5,9,4,1,4,0,1,0,0,0,0,1,0,1991
jonathan-obika,Jonathan Obika,Tottenham Hotspur,England,12.09.1990,183.0,76.0,Center Forward,0.75,125,49,29,47,23,10,0,0,1,0,0,0,1990
jonathan-pitroipa,Jonathan Pitroipa,Stade Rennes,France,12.04.1986,176.0,56.0,Left Midfielder,0.875,315,135,73,107,45,21,1,0,0,0,1,0,1986
jonathan-schmid,Jonathan Schmid,SC Freiburg,Germany,26.06.1990,179.0,77.0,Right Midfielder,0.0,191,80,47,64,44,5,0,0,0,1,0,0,1990
jonathan-tinhan,Jonathan Tinhan,Montpellier HSC,France,01.06.1989,178.0,69.0,Defensive Midfielder,0.75,51,10,17,24,4,5,0,0,0,0,1,0,1989
jonathan-viera, Jonathan Viera,Valencia CF,Spain,21.10.1989,171.0,65.0,Right Winger,0.375,114,45,28,41,22,22,1,3,0,0,0,1,1989
jonathan-vila, Jonathan Vila,Celta Vigo,Spain,06.03.1986,186.0,78.0,Center Back,0.25,130,49,33,48,0,27,0,1,0,0,0,1,1986
jonathan-zebina,Jonathan Zebina,Toulouse FC,France,19.07.1978,190.0,84.0,Right Fullback,0.5,375,149,122,104,2,86,5,5,0,0,1,0,1978
jonny-evans,Jonny Evans,Manchester United,England,02.01.1988,188.0,77.0,Center Back,0.0,255,150,44,61,9,27,0,3,1,0,0,0,1988
jordan-ayew,Jordan Ayew,Olympique Marseille,France,11.09.1991,182.0,81.0,Right Winger,0.875,162,67,42,53,24,24,2,1,0,0,1,0,1991
jordan-henderson,Jordan Henderson,Liverpool FC,England,17.06.1990,182.0,67.0,Right Midfielder,0.125,252,117,52,83,22,26,0,1,1,0,0,0,1990
jordi-alba, Jordi Alba,FC Barcelona,Spain,21.03.1989,170.0,69.0,Left Fullback,0.125,249,133,56,60,21,57,1,1,0,0,0,1,1989
jordi-amat, Jordi Amat,Rayo Vallecano,Spain,21.03.1992,184.0,80.0,Center Back,0.375,117,51,17,49,1,39,1,1,0,0,0,1,1992
jordi-codina, Jordi Codina,Getafe CF,Spain,27.04.1982,189.0,87.0,Goalkeeper,0.375,76,25,21,30,0,2,0,0,0,0,0,1,1982
jorge-molina_2, Jorge Molina,Real Betis,Spain,22.04.1982,188.0,87.0,Center Forward,0.25,186,71,38,77,81,16,0,2,0,0,0,1,1982
joris-marveaux,Joris Marveaux,Montpellier HSC,France,15.08.1982,178.0,69.0,Defensive Midfielder,0.5,168,74,43,51,10,18,1,2,0,0,1,0,1982
jos-hooiveld,Jos Hooiveld,Southampton FC,England,22.04.1983,191.0,74.0,Center Back,0.25,139,71,32,36,9,20,0,0,1,0,0,0,1983
jose-angel_3, José Ángel,Real Sociedad,Spain,05.09.1989,182.0,77.0,Left Fullback,0.0,133,45,34,54,2,28,2,1,0,0,0,1,1989
jose-callejon, José Callejón,Real Madrid,Spain,11.02.1987,179.0,73.0,Center Forward,0.0,231,121,51,59,49,24,1,0,0,0,0,1,1987
jose-campana, José Campaña,Sevilla FC,Spain,31.05.1993,179.0,72.0,Center Midfielder,0.25,58,27,8,23,2,7,0,0,0,0,0,1,1993
jose-carlos_4, José Carlos,Rayo Vallecano,Spain,17.07.1987,177.0,68.0,Attacking Midfielder,0.25,130,45,26,59,14,15,0,0,0,0,0,1,1987
jose-enrique, José Enrique,Liverpool FC,England,23.01.1986,184.0,82.0,Left Fullback,0.0,253,113,67,73,4,17,1,0,1,0,0,0,1986
jose-nunes, José Nunes,RCD Mallorca,Spain,07.03.1977,185.0,82.0,Center Back,0.125,252,93,63,96,14,52,1,4,0,0,0,1,1977
jose-saez,José Saez,Valenciennes FC,France,07.05.1982,170.0,63.0,Defensive Midfielder,0.125,182,68,50,64,9,23,3,1,0,0,1,0,1982
joselu_2, Joselu,1899 Hoffenheim,Germany,27.03.1990,191.0,80.0,Center Forward,0.375,95,30,24,41,27,9,0,1,0,1,0,0,1990
joseph-akpala,Joseph Akpala,Werder Bremen,Germany,24.08.1986,184.0,81.0,Center Forward,1.0,263,124,60,79,86,17,1,0,0,1,0,0,1986
joshua-king,Joshua King,Blackburn Rovers,England,15.01.1992,180.0,74.0,Center Forward,0.625,106,40,28,38,11,4,0,0,1,0,0,0,1992
josue, Josué,VfL Wolfsburg,Germany,19.07.1979,170.0,66.0,Defensive Midfielder,0.25,325,163,69,93,5,74,1,3,0,1,0,0,1979
juan-albin,Juan Albín,Espanyol Barcelona,Spain,17.07.1986,179.0,77.0,Left Midfielder,0.375,202,66,59,77,36,26,2,0,0,0,0,1,1986
juan-arango,Juan Arango,Bor. Mönchengladbach,Germany,17.05.1980,180.0,76.0,Attacking Midfielder,0.375,536,181,145,210,118,46,0,3,0,1,0,0,1980
juan-bernat, Juan Bernat,Valencia CF,Spain,01.03.1993,172.0,67.0,Left Fullback,0.25,84,48,15,21,3,6,0,0,0,0,0,1,1993
juan-carlos_11, Juan Carlos,Real Betis,Spain,30.03.1990,176.0,68.0,Left Midfielder,0.25,82,25,17,40,3,9,0,2,0,0,0,1,1990
juan-dominguez_2, Juan Domínguez,Deportivo La Coruña,Spain,08.01.1990,181.0,71.0,Center Midfielder,0.25,132,61,32,39,9,16,1,0,0,0,0,1,1990
juan-rodriguez, Juan Rodríguez,Getafe CF,Spain,01.04.1982,185.0,80.0,Defensive Midfielder,0.25,284,90,74,120,20,69,2,1,0,0,0,1,1982
juanan, Juanan,Fortuna Düsseldorf,Germany,27.04.1987,192.0,87.0,Center Back,0.0,66,27,18,21,3,5,0,0,0,1,0,0,1987
juanfran, Juanfran,Levante UD,Spain,15.07.1976,183.0,78.0,Left Fullback,0.375,487,207,127,153,10,121,7,8,0,0,0,1,1976
